"news_words","hunspell_stem","hunspell_time","porter_stem","porter_time","rslp_stem","rslp_time","truncation_3","truncation_4","truncation_5","truncation_6","truncation_7","truncation_8"
"luz","luzir",41.3954949378967,"luz",0.615305423736572,"luz",5.4751136302948,"luz","luz","luz","luz","luz","luz"
"madrugada","madrugar",41.4586369991302,"madrug",0.616159200668335,"madrug",5.48335266113281,"mad","madr","madru","madrug","madruga","madrugad"
"mal","mal",41.5214102268219,"mal",0.62276554107666,"mal",5.49209213256836,"mal","mal","mal","mal","mal","mal"
"motivo","motivar",41.5911638736725,"motiv",0.623910427093506,"motiv",5.50071406364441,"mot","moti","motiv","motivo","motivo","motivo"
"nomes","nome",41.6526019573212,"nom",0.624871015548706,"nom",5.51001644134521,"nom","nome","nomes","nomes","nomes","nomes"
"pais","pai",41.7228484153748,"pais",0.625817060470581,"pal",5.51951718330383,"pai","pais","pais","pais","pais","pais"
"parar","parar",41.7840852737427,"par",0.626773357391357,"par",5.52771353721619,"par","para","parar","parar","parar","parar"
"parece","parecer",41.8446266651154,"parec",0.627714157104492,"parec",5.53685927391052,"par","pare","parec","parece","parece","parece"
"participantes","participar",41.9131257534027,"particip",0.628855466842651,"particip",5.54516935348511,"par","part","parti","partic","partici","particip"
"pede","pedir",41.9754254817963,"ped",0.629764556884766,"ped",5.56069588661194,"ped","pede","pede","pede","pede","pede"
"pequeno","pequeno",42.0368292331696,"pequen",0.630636692047119,"pequen",5.57718348503113,"peq","pequ","peque","pequen","pequeno","pequeno"
"pequenos","pequeno",42.1059346199036,"pequen",0.631479024887085,"pequen",5.59156322479248,"peq","pequ","peque","pequen","pequeno","pequenos"
"permite","permitir",42.1677153110504,"permit",0.632333755493164,"permit",5.60075521469116,"per","perm","permi","permit","permite","permite"
"porta","portar",42.2304768562317,"port",0.633170127868652,"port",5.60999989509583,"por","port","porta","porta","porta","porta"
"positivos","positivos",42.3056652545929,"posit",0.634015560150146,"posi",5.61787724494934,"pos","posi","posit","positi","positiv","positivo"
"precisam","precisar",42.3692426681519,"precis",0.634904623031616,"precis",5.64385676383972,"pre","prec","preci","precis","precisa","precisam"
"provas","provar",42.4414939880371,"prov",0.635780096054077,"prov",5.65413880348206,"pro","prov","prova","provas","provas","provas"
"questões","questão",42.5025990009308,"questõ",0.636663675308228,"quest",5.66377282142639,"que","ques","quest","questõ","questõe","questões"
"representantes","presentar",42.568993806839,"represent",0.637533903121948,"represent",5.67155766487122,"rep","repr","repre","repres","represe","represen"
"rural","rural",42.6357419490814,"rural",0.638364315032959,"rural",5.67956471443176,"rur","rura","rural","rural","rural","rural"
"rápido","rápido",42.7047832012177,"ráp",0.639197826385498,"rapid",5.68833947181702,"ráp","rápi","rápid","rápido","rápido","rápido"
"setores","setor",42.7742028236389,"setor",0.640061378479004,"set",5.69609045982361,"set","seto","setor","setore","setores","setores"
"trabalhos","trabalhos",42.8540031909943,"trabalh",0.64094066619873,"trabalh",5.70503759384155,"tra","trab","traba","trabal","trabalh","trabalho"
"trata","tratar",42.9206328392029,"trat",0.641806364059448,"trat",5.71384477615356,"tra","trat","trata","trata","trata","trata"
"treinador","treinar",42.9839632511139,"treinador",0.642675399780273,"trein",5.72124719619751,"tre","trei","trein","treina","treinad","treinado"
"técnica","técnico",43.0530252456665,"técnic",0.643529891967773,"tecn",5.72901558876038,"téc","técn","técni","técnic","técnica","técnica"
"título","título",43.1158876419067,"títul",0.644392251968384,"titul",5.73731660842896,"tít","títu","títul","título","título","título"
"vice","viçar",43.1767354011536,"vic",0.645233631134033,"vic",5.74562358856201,"vic","vice","vice","vice","vice","vice"
"vontade","vontade",43.2447476387024,"vontad",0.646089315414429,"vontad",5.75441312789917,"von","vont","vonta","vontad","vontade","vontade"
"amazonas","amazona",43.3090126514435,"amazon",0.64693808555603,"ama",5.76430511474609,"ama","amaz","amazo","amazon","amazona","amazonas"
"branco","branco",43.3787984848022,"branc",0.64783763885498,"branc",5.77253317832947,"bra","bran","branc","branco","branco","branco"
"grupo","grupar",43.442263841629,"grup",0.648779153823853,"grup",5.78086447715759,"gru","grup","grupo","grupo","grupo","grupo"
"lisboa","lisboa",43.505553483963,"lisbo",0.649662494659424,"lisbo",5.7901816368103,"lis","lisb","lisbo","lisboa","lisboa","lisboa"
"manaus","manau",43.5750494003296,"manaus",0.650518417358398,"manau",5.79921007156372,"man","mana","manau","manaus","manaus","manaus"
"presidente","presidente",43.6703267097473,"president",0.652133941650391,"presid",5.80786919593811,"pre","pres","presi","presid","preside","presiden"
"região","região",43.7394845485687,"regiã",0.653016805648804,"reg",5.81652426719666,"reg","regi","regiã","região","região","região"
"abriu","abrir",43.803436756134,"abriu",0.653861284255981,"abr",5.82490873336792,"abr","abri","abriu","abriu","abriu","abriu"
"acredita","acreditar",43.8664577007294,"acredit",0.654733896255493,"acredit",5.83390212059021,"acr","acre","acred","acredi","acredit","acredita"
"advogado","advogar",43.9363055229187,"advog",0.655585765838623,"advog",5.84149265289307,"adv","advo","advog","advoga","advogad","advogado"
"alto","alto",43.9981393814087,"alto",0.656434774398804,"alt",5.85093092918396,"alt","alto","alto","alto","alto","alto"
"ambiental","ambiental",44.058881521225,"ambiental",0.657278537750244,"ambient",5.85802292823792,"amb","ambi","ambie","ambien","ambient","ambienta"
"ampliar","ampliar",44.1264905929565,"ampli",0.658112764358521,"ampli",5.86637473106384,"amp","ampl","ampli","amplia","ampliar","ampliar"
"aplicação","plicação",44.19056391716,"aplic",0.658966302871704,"aplic",5.87418293952942,"apl","apli","aplic","aplica","aplicaç","aplicaçã"
"artigo","artigo",44.2542653083801,"artig",0.65980052947998,"artig",5.88255548477173,"art","arti","artig","artigo","artigo","artigo"
"assunto","assuntar",44.3227598667145,"assunt",0.660661697387695,"assunt",5.89110922813416,"ass","assu","assun","assunt","assunto","assunto"
"certo","certar",44.3849613666534,"cert",0.661498785018921,"cert",5.89976620674133,"cer","cert","certo","certo","certo","certo"
"chegaram","chegar",44.4516282081604,"cheg",0.662331819534302,"cheg",5.90809464454651,"che","cheg","chega","chegar","chegara","chegaram"
"circulação","circulação",44.5137333869934,"circul",0.663196086883545,"circul",5.91547894477844,"cir","circ","circu","circul","circula","circulaç"
"começa","começar",44.5749220848083,"comec",0.664048910140991,"comec",5.92443752288818,"com","come","começ","começa","começa","começa"
"considerados","considerar",44.6461727619171,"consider",0.664895296096802,"consider",5.93222713470459,"con","cons","consi","consid","conside","consider"
"cultura","cultura",44.7131848335266,"cultur",0.665728569030762,"cult",5.94004011154175,"cul","cult","cultu","cultur","cultura","cultura"
"cumprir","cumprir",44.7803137302399,"cumpr",0.666561126708984,"cumpr",5.948082447052,"cum","cump","cumpr","cumpri","cumprir","cumprir"
"decisões","decisão",44.8524253368378,"decisõ",0.667407512664795,"decis",5.9571635723114,"dec","deci","decis","decisõ","decisõe","decisões"
"declarou","declarar",44.914847612381,"declar",0.668344020843506,"declar",5.96532940864563,"dec","decl","decla","declar","declaro","declarou"
"defendeu","defender",44.9768228530884,"defend",0.669226169586182,"defend",5.97367024421692,"def","defe","defen","defend","defende","defendeu"
"dessas","desse",45.0445249080658,"dess",0.670068502426147,"dess",6.00145745277405,"des","dess","dessa","dessas","dessas","dessas"
"deverão","dever",45.1051003932953,"dev",0.67090106010437,"dev",6.01015114784241,"dev","deve","dever","deverã","deverão","deverão"
"diretamente","direto",45.1665346622467,"diret",0.671753168106079,"diret",6.01871061325073,"dir","dire","diret","direta","diretam","diretame"
"entrega","entregar",45.2380466461182,"entreg",0.672619581222534,"entreg",6.02729415893555,"ent","entr","entre","entreg","entrega","entrega"
"escreveu","escrever",45.3029518127441,"escrev",0.67344856262207,"escrev",6.03547334671021,"esc","escr","escre","escrev","escreve","escreveu"
"especialmente","especial",45.3794002532959,"especial",0.674352645874023,"espec",6.04302859306335,"esp","espe","espec","especi","especia","especial"
"esposa","esposo",45.4392876625061,"espos",0.675299167633057,"esp",6.05227470397949,"esp","espo","espos","esposa","esposa","esposa"
"estabelecimentos","estabelecer",45.4995338916779,"estabelec",0.676180839538574,"estabelec",6.06146454811096,"est","esta","estab","estabe","estabel","estabele"
"favor","favor",45.5664796829224,"favor",0.677047491073608,"favor",6.07006525993347,"fav","favo","favor","favor","favor","favor"
"ganhar","ganhar",45.6264274120331,"ganh",0.677890062332153,"ganh",6.07823634147644,"gan","ganh","ganha","ganhar","ganhar","ganhar"
"goleiro","goleiro",45.6865744590759,"goleir",0.678741693496704,"gol",6.08509659767151,"gol","gole","golei","goleir","goleiro","goleiro"
"incluindo","incluir",45.7536480426788,"inclu",0.679601669311523,"inclu",6.09847402572632,"inc","incl","inclu","inclui","incluin","incluind"
"informa","informar",45.8143284320831,"inform",0.68046236038208,"inform",6.11404728889465,"inf","info","infor","inform","informa","informa"
"internacionais","nacional",45.874902009964,"internacion",0.681340932846069,"internac",6.12799024581909,"int","inte","inter","intern","interna","internac"
"investimentos","investir",45.9433476924896,"invest",0.682214260101318,"invest",6.14106249809265,"inv","inve","inves","invest","investi","investim"
"liberdade","liberdade",46.0126800537109,"liberdad",0.68310284614563,"liberdad",6.15436124801636,"lib","libe","liber","liberd","liberda","liberdad"
"maconha","maconhar",46.0870642662048,"maconh",0.684003829956055,"maconh",6.16456508636475,"mac","maco","macon","maconh","maconha","maconha"
"melhorar","melhorar",46.1482629776001,"melhor",0.684872150421143,"melhor",6.1725914478302,"mel","melh","melho","melhor","melhora","melhorar"
"modo","modo",46.2087173461914,"mod",0.685770034790039,"mod",6.18100023269653,"mod","modo","modo","modo","modo","modo"
"morreram","morrer",46.2774007320404,"morr",0.686607599258423,"morr",6.18997716903687,"mor","morr","morre","morrer","morrera","morreram"
"oferece","oferecer",46.3390576839447,"oferec",0.687445878982544,"oferec",6.19907760620117,"ofe","ofer","ofere","oferec","oferece","oferece"
"ordem","ordem",46.4002537727356,"ordem",0.688283920288086,"ord",6.20741200447083,"ord","orde","ordem","ordem","ordem","ordem"
"pedidos","pedir",46.4697153568268,"ped",0.689113855361938,"ped",6.21964287757874,"ped","pedi","pedid","pedido","pedidos","pedidos"
"pedir","pedir",46.5311019420624,"ped",0.689929723739624,"ped",6.23000526428223,"ped","pedi","pedir","pedir","pedir","pedir"
"pensar","pensar",46.5927028656006,"pens",0.690756559371948,"pens",6.23814105987549,"pen","pens","pensa","pensar","pensar","pensar"
"perto","perto",46.6615471839905,"pert",0.691601753234863,"pert",6.24686527252197,"per","pert","perto","perto","perto","perto"
"português","português",46.7221148014069,"português",0.692490100860596,"portugu",6.25597786903381,"por","port","portu","portug","portugu","portuguê"
"presenciais","presenciar",46.784590959549,"presenc",0.693331480026245,"presenc",6.26405572891235,"pre","pres","prese","presen","presenc","presenci"
"quarta","quartar",46.8533849716187,"quart",0.694184064865112,"quart",6.27350091934204,"qua","quar","quart","quarta","quarta","quarta"
"reduzir","duzir",46.9151306152344,"reduz",0.695044994354248,"reduz",6.28156065940857,"red","redu","reduz","reduzi","reduzir","reduzir"
"responsáveis","responsar",46.9840395450592,"respons",0.695914268493652,"respons",6.28940558433533,"res","resp","respo","respon","respons","responsá"
"senador","senador",47.051929473877,"senador",0.696771860122681,"sen",6.29637122154236,"sen","sena","senad","senado","senador","senador"
"tentativa","tentativo",47.1146376132965,"tentat",0.697612524032593,"tent",6.3068733215332,"ten","tent","tenta","tentat","tentati","tentativ"
"teste","testar",47.1823608875275,"test",0.698525905609131,"test",6.31547927856445,"tes","test","teste","teste","teste","teste"
"usuário","usuário",47.244416475296,"usuári",0.699405193328857,"usu",6.32246446609497,"usu","usuá","usuár","usuári","usuário","usuário"
"vaga","vagar",47.3068609237671,"vag",0.700287103652954,"vag",6.33152055740356,"vag","vaga","vaga","vaga","vaga","vaga"
"via","ver",47.3754544258118,"via",0.701133012771606,"via",6.34045386314392,"via","via","via","via","via","via"
"viagem","viagem",47.4373989105225,"viag",0.701983451843262,"viag",6.34844636917114,"via","viag","viage","viagem","viagem","viagem"
"volume","volumar",47.5018293857574,"volum",0.703064441680908,"volum",6.35683107376099,"vol","volu","volum","volume","volume","volume"
"voz","voz",47.5680155754089,"voz",0.703978776931763,"voz",6.36505722999573,"voz","voz","voz","voz","voz","voz"
"âmbito","âmbito",47.6315803527832,"âmbit",0.704862356185913,"ambit",6.37388157844543,"âmb","âmbi","âmbit","âmbito","âmbito","âmbito"
"órgãos","órgão",47.7005574703217,"órgã",0.70574164390564,"org",6.40167117118835,"órg","órgã","órgão","órgãos","órgãos","órgãos"
"bombeiros","bombeiro",47.7645707130432,"bombeir",0.706611156463623,"bomb",6.40954351425171,"bom","bomb","bombe","bombei","bombeir","bombeiro"
"defesa","defeso",47.8255593776703,"defes",0.707466125488281,"defes",6.41843724250793,"def","defe","defes","defesa","defesa","defesa"
"diário","diário",47.895672082901,"diári",0.70834493637085,"diari",6.42660927772522,"diá","diár","diári","diário","diário","diário"
"espírito","espírito",47.9564769268036,"espírit",0.709256649017334,"espirit",6.43536281585693,"esp","espí","espír","espíri","espírit","espírito"
"executivo","executivo",48.020254611969,"execut",0.710141181945801,"execu",6.44230270385742,"exe","exec","execu","execut","executi","executiv"
"gerais","gerar",48.0951399803162,"ger",0.711014747619629,"geral",6.45102715492249,"ger","gera","gerai","gerais","gerais","gerais"
"gomes","gomar",48.1581065654755,"gom",0.711872339248657,"gom",6.46052646636963,"gom","gome","gomes","gomes","gomes","gomes"
"novo","novar",48.2615065574646,"nov",0.71349048614502,"nov",6.46901202201843,"nov","novo","novo","novo","novo","novo"
"regional","regional",48.3232223987579,"regional",0.714367151260376,"region",6.47571778297424,"reg","regi","regio","region","regiona","regional"
"sistema","sistemar",48.3870820999146,"sistem",0.715234756469727,"sistem",6.4847207069397,"sis","sist","siste","sistem","sistema","sistema"
"tudo","tudo",48.4578306674957,"tud",0.716100931167603,"tud",6.49331450462341,"tud","tudo","tudo","tudo","tudo","tudo"
"acaba","acabar",48.5211186408997,"acab",0.716954231262207,"acab",6.50208926200867,"aca","acab","acaba","acaba","acaba","acaba"
"algum","algum",48.584529876709,"algum",0.717880725860596,"algum",6.50997948646545,"alg","algu","algum","algum","algum","algum"
"alimentação","alimentação",48.654848575592,"aliment",0.718740940093994,"aliment",6.51771330833435,"ali","alim","alime","alimen","aliment","alimenta"
"artista","arte",48.7172605991364,"artist",0.71957802772522,"artist",6.52688479423523,"art","arti","artis","artist","artista","artista"
